qid,context,question,answer
foody_2798,"Quán nho nhỏ , trang trí cũng không có gì nhưng biết bố trí đèn đóm nên nhìn đồ ăn khá lung linh . Lúc đi mình cũng háo hức lắm nhưng đồ ăn lại gây thất vọng .  
Mini Burger ăn tạm , không đặc sắc nhưng cách làm thì khá thông minh , nho nhỏ dễ ăn .
Tacos gây thất vọng siêu lớn , vỏ bánh chắc là chiên nên đầy dầu , nhân không hề có mùi tacos tí nào cả , nhạt nhẽo mà 60k chát quá .
Pizza 35k đem ra mà sảng hồn , nhỏ xíu xiu bằng lòng bàn tay : v Đế bánh mua trên siêu thị ăn mềm mềm cũng không có gì đặc sắc
Sò điệp ăn bị tanh mà không có mùi bơ , cũng không đáng nhớ nốt .
Đồ ăn chế biến sẵn nên không nóng lắm .
Chị phục vụ dễ thương .
",Mùi vị của sò điệp tại đây ra sao?,tanh mà không có mùi bơ
foody_2799,"Lần đầu tiên thử Daikon là order về nhà ăn . Mình gọi sushi cá hồi và sushi cuộn lươn nướng . Cuộn sushi cá hồi bé xíu , ăn bình thường nếu không muốn nói là nhạt vị . Sushi lươn cũng tạm , nhân thì ít so với cơm . Mù tạt gói kèm ăn hơi chát và chẳng có vị mù tạt , nước tương thì mặn kinh khủng , mặn như chưa bao giờ được mặn !
Tính ra giá rất rất đắt so với chất lượng . Có thể Daikon có bento hay món nào khác ngon mình chưa thử , nhưng ấn tượng đầu tiên của mình về quán là rất tệ . Tuyệt đối sẽ không có lần thứ 2 !
",Giả cả của quán như thế nào so với chất lượng món ăn ở quán?,rất rất đắt
foody_2800,"Đầu tiên khi bước vào quán phải nói là quán cực kỳ đẹp , cực kỳ xinh , từ bàn ghế tới cái món đồ trang trí , tách trà ... Trà Anh có rất nhiều loại đa dạng , phong phú , trà rất thơm , ngon , kèm với tiramisu thì khỏi chê , quán còn có view nhìn xuống Nguyễn Huệ nữa . Nhân viên cũng khá thân thiện và dễ thương . Tự mình châm trà rồi pha , bỏ đường , bỏ sữa rất thú vị . Mình rất thích nơi này và sẽ tới đây thường xuyên : D
",Quán có ấn tượng gì đầu tiên khi bước vào quán?,"quán cực kỳ đẹp , cực kỳ xinh , từ bàn ghế tới cái món đồ trang trí , tách trà"
foody_2801,"Đầu tiên khi bước vào quán phải nói là quán cực kỳ đẹp , cực kỳ xinh , từ bàn ghế tới cái món đồ trang trí , tách trà ... Trà Anh có rất nhiều loại đa dạng , phong phú , trà rất thơm , ngon , kèm với tiramisu thì khỏi chê , quán còn có view nhìn xuống Nguyễn Huệ nữa . Nhân viên cũng khá thân thiện và dễ thương . Tự mình châm trà rồi pha , bỏ đường , bỏ sữa rất thú vị . Mình rất thích nơi này và sẽ tới đây thường xuyên : D
",Các loại trà của quán ra sao?,"có rất nhiều loại đa dạng , phong phú , trà rất thơm , ngon"
foody_2802,"Đầu tiên khi bước vào quán phải nói là quán cực kỳ đẹp , cực kỳ xinh , từ bàn ghế tới cái món đồ trang trí , tách trà ... Trà Anh có rất nhiều loại đa dạng , phong phú , trà rất thơm , ngon , kèm với tiramisu thì khỏi chê , quán còn có view nhìn xuống Nguyễn Huệ nữa . Nhân viên cũng khá thân thiện và dễ thương . Tự mình châm trà rồi pha , bỏ đường , bỏ sữa rất thú vị . Mình rất thích nơi này và sẽ tới đây thường xuyên : D
",Thái độ phục vụ của nhân viên ở đây ra sao?,khá thân thiện và dễ thương
foody_2803,"Biết đến Fix coffee vì đây không những là quán cà phê với tương đối nhiều thức uống ngon , giá cả hợp lý mà còn vì là không gian khá tốt cho mọi đối tượng ham mê máy ảnh film , không gian cổ vintage và nhân viên với anh chủ nhiệt tình thân thiện .
Quán tọa lạc ở trong khu chung cư rất yên tĩnh trong trung tâm quận 3 , tìm đường khá dễ . Sạch sẽ , thoáng mát . Được thêm nữa mỗi bàn đều có những lọ bé bé , khá xinh xắn và lúc nào cũng tươi rói . Cả có 2 mèo con , long nhong quanh quẩn suốt .
",Giá bán của quán như thế nào?,hợp lý
foody_2804,"Biết đến Fix coffee vì đây không những là quán cà phê với tương đối nhiều thức uống ngon , giá cả hợp lý mà còn vì là không gian khá tốt cho mọi đối tượng ham mê máy ảnh film , không gian cổ vintage và nhân viên với anh chủ nhiệt tình thân thiện .
Quán tọa lạc ở trong khu chung cư rất yên tĩnh trong trung tâm quận 3 , tìm đường khá dễ . Sạch sẽ , thoáng mát . Được thêm nữa mỗi bàn đều có những lọ bé bé , khá xinh xắn và lúc nào cũng tươi rói . Cả có 2 mèo con , long nhong quanh quẩn suốt .
",Không gian của quán được nhận xét thế nào?,"khá tốt cho mọi đối tượng ham mê máy ảnh film , không gian cổ vintage"
foody_2805,"Lần đầu tiên ăn Mì Quảng nhưng mình khá hợp . 1 suất mì quảng ếch giá 30k mà 1 hũ toàn ếch là ếch . Hơi bất ngờ vì quá là rẻ . Mình ăn ko hết 1 suất luôn vì nhiều lắm . Quán có nhân viên phục vụ khá nhanh nhẹn . Menu cũng có nhiều món đa dạng như mì quảng gà , ... nhưng mình thấy ếch là đậm đà và ngon nhất . Có dịp ghé Đà Nẵng nhất định sẽ quay lại
",Một suất mì quảng ếch được bán với giá bao nhiêu?,30k
foody_2806,"Lần đầu tiên ăn Mì Quảng nhưng mình khá hợp . 1 suất mì quảng ếch giá 30k mà 1 hũ toàn ếch là ếch . Hơi bất ngờ vì quá là rẻ . Mình ăn ko hết 1 suất luôn vì nhiều lắm . Quán có nhân viên phục vụ khá nhanh nhẹn . Menu cũng có nhiều món đa dạng như mì quảng gà , ... nhưng mình thấy ếch là đậm đà và ngon nhất . Có dịp ghé Đà Nẵng nhất định sẽ quay lại
",Cách phục vụ của nhân viên ở đây ra sao?,khá nhanh nhẹn
foody_2807,"Lần đầu tiên ăn Mì Quảng nhưng mình khá hợp . 1 suất mì quảng ếch giá 30k mà 1 hũ toàn ếch là ếch . Hơi bất ngờ vì quá là rẻ . Mình ăn ko hết 1 suất luôn vì nhiều lắm . Quán có nhân viên phục vụ khá nhanh nhẹn . Menu cũng có nhiều món đa dạng như mì quảng gà , ... nhưng mình thấy ếch là đậm đà và ngon nhất . Có dịp ghé Đà Nẵng nhất định sẽ quay lại
",Vị của ếch trong phần mì quảng như thế nào?,đậm đà
foody_2808,"Lần đầu tiên ăn Mì Quảng nhưng mình khá hợp . 1 suất mì quảng ếch giá 30k mà 1 hũ toàn ếch là ếch . Hơi bất ngờ vì quá là rẻ . Mình ăn ko hết 1 suất luôn vì nhiều lắm . Quán có nhân viên phục vụ khá nhanh nhẹn . Menu cũng có nhiều món đa dạng như mì quảng gà , ... nhưng mình thấy ếch là đậm đà và ngon nhất . Có dịp ghé Đà Nẵng nhất định sẽ quay lại
",Loại mì quảng nào được khách hàng nhận xét là ngon nhất?,ếch
foody_2809,"Vị trí giữ xe : rộng và thoáng cách chỗ ăn chỉ có 40m
Trang trí quán : ấn tượng với hệ thống ống khói bố trí theo hàng rất đẹp
Sang trọng sạch sẽ
Đồ ăn đa dạng nướng có món ba rọi heo sốt tiêu đen món được ưa chuộng nhất lẩu yum dành cho người ăn cay lẩu thảo dược ăn kèm với hải sản phần
Về nhân viên phục vụ tận tình vui vẻ chị yên nga bên lễ tân phục vụ rất nhiệt tình ^ ^
Vệ sinh quán rất tốt quán có máy lạnh
Quán thích hợp cho gia đình họp nhóm bạn
Giá cả bình dân theo món
Mọi người đến ăn thử cho biết ! ! ^ ^
Có món nướng nữa mà lo ăn nên không có ảnh review
",Chỗ để xe của khách hàng khi tới quán ra sao?,rộng và thoáng cách chỗ ăn chỉ có 40m
foody_2810,"Vị trí giữ xe : rộng và thoáng cách chỗ ăn chỉ có 40m
Trang trí quán : ấn tượng với hệ thống ống khói bố trí theo hàng rất đẹp
Sang trọng sạch sẽ
Đồ ăn đa dạng nướng có món ba rọi heo sốt tiêu đen món được ưa chuộng nhất lẩu yum dành cho người ăn cay lẩu thảo dược ăn kèm với hải sản phần
Về nhân viên phục vụ tận tình vui vẻ chị yên nga bên lễ tân phục vụ rất nhiệt tình ^ ^
Vệ sinh quán rất tốt quán có máy lạnh
Quán thích hợp cho gia đình họp nhóm bạn
Giá cả bình dân theo món
Mọi người đến ăn thử cho biết ! ! ^ ^
Có món nướng nữa mà lo ăn nên không có ảnh review
",Phong cách trang trí của quán có gì làm khách ấn tượng?,hệ thống ống khói bố trí theo hàng rất đẹp
foody_2811,"Vị trí giữ xe : rộng và thoáng cách chỗ ăn chỉ có 40m
Trang trí quán : ấn tượng với hệ thống ống khói bố trí theo hàng rất đẹp
Sang trọng sạch sẽ
Đồ ăn đa dạng nướng có món ba rọi heo sốt tiêu đen món được ưa chuộng nhất lẩu yum dành cho người ăn cay lẩu thảo dược ăn kèm với hải sản phần
Về nhân viên phục vụ tận tình vui vẻ chị yên nga bên lễ tân phục vụ rất nhiệt tình ^ ^
Vệ sinh quán rất tốt quán có máy lạnh
Quán thích hợp cho gia đình họp nhóm bạn
Giá cả bình dân theo món
Mọi người đến ăn thử cho biết ! ! ^ ^
Có món nướng nữa mà lo ăn nên không có ảnh review
",Món nào của quán được thực khách ăn nhiều nhất?,gia đình họp nhóm bạn
foody_2812,"Vị trí giữ xe : rộng và thoáng cách chỗ ăn chỉ có 40m
Trang trí quán : ấn tượng với hệ thống ống khói bố trí theo hàng rất đẹp
Sang trọng sạch sẽ
Đồ ăn đa dạng nướng có món ba rọi heo sốt tiêu đen món được ưa chuộng nhất lẩu yum dành cho người ăn cay lẩu thảo dược ăn kèm với hải sản phần
Về nhân viên phục vụ tận tình vui vẻ chị yên nga bên lễ tân phục vụ rất nhiệt tình ^ ^
Vệ sinh quán rất tốt quán có máy lạnh
Quán thích hợp cho gia đình họp nhóm bạn
Giá cả bình dân theo món
Mọi người đến ăn thử cho biết ! ! ^ ^
Có món nướng nữa mà lo ăn nên không có ảnh review
",Quán thích hợp cho đối tượng nào?,gia đình họp nhóm bạn
foody_2813,"Quá tuyệt vời luôn : x Quán nhìn sang chảnh đúng như cái tên , nhưng giá lại rất hợp lý ( rẻ nhất khu vực ) . View đẹp , vỉa hè rộng rãi , có bãi để xe ô tô riêng . Chất lượng đồ uống tuyệt vời & ổn định . Nhân viên phục vụ thân thiện , vui vẻ , nhiệt tình . Quán mới có thêm nhạc sống , chuyên chơi acoustic , band nhạc chuyên nghiệp . Khách đến có thể yêu cầu band đệm cho mình hát nữa , vui lắm . : D
",Chỗ giữ xe của khách ở quán ra sao?,có bãi để xe ô tô riêng
foody_2814,"Quá tuyệt vời luôn : x Quán nhìn sang chảnh đúng như cái tên , nhưng giá lại rất hợp lý ( rẻ nhất khu vực ) . View đẹp , vỉa hè rộng rãi , có bãi để xe ô tô riêng . Chất lượng đồ uống tuyệt vời & ổn định . Nhân viên phục vụ thân thiện , vui vẻ , nhiệt tình . Quán mới có thêm nhạc sống , chuyên chơi acoustic , band nhạc chuyên nghiệp . Khách đến có thể yêu cầu band đệm cho mình hát nữa , vui lắm . : D
",Thái độ phục vụ của nhân viên được nhận xét ra sao?,"thân thiện , vui vẻ , nhiệt tình"
foody_2815,"Quá tuyệt vời luôn : x Quán nhìn sang chảnh đúng như cái tên , nhưng giá lại rất hợp lý ( rẻ nhất khu vực ) . View đẹp , vỉa hè rộng rãi , có bãi để xe ô tô riêng . Chất lượng đồ uống tuyệt vời & ổn định . Nhân viên phục vụ thân thiện , vui vẻ , nhiệt tình . Quán mới có thêm nhạc sống , chuyên chơi acoustic , band nhạc chuyên nghiệp . Khách đến có thể yêu cầu band đệm cho mình hát nữa , vui lắm . : D
",Điều gì ở quán khiến cho khách hàng thích thú khi tới ăn?,"Quán mới có thêm nhạc sống , chuyên chơi acoustic , band nhạc chuyên nghiệp . Khách đến có thể yêu cầu band đệm cho mình hát"
foody_2816,"Nhìn hình thấy cái tô tàu hũ có vẻ ngon đầy , nhưng thực sự rất ít , mà cũng chẳng có mùi đậu nành thơm thơm như của mấy cô bán tàu hũ dạo , múc chừng vài muỗng là hết , trong khi đó nước dừa lại nhiều kinh khủng . Nước đường cũng chẳng ngon vì quá ngọt , cực kỳ ngọt .
Vị trí của quán thì khuất trong khu Food Quare của Vincom , thêm với không khí hầm , khó chịu . Có thể nói trong đó là khu ăn uống bình dân nhất rồi .
",Hình thức của tô tàu hũ ở đây ra sao?,"Nhìn hình thấy cái tô tàu hũ có vẻ ngon đầy , nhưng thực sự rất ít"
foody_2817,"Nhìn hình thấy cái tô tàu hũ có vẻ ngon đầy , nhưng thực sự rất ít , mà cũng chẳng có mùi đậu nành thơm thơm như của mấy cô bán tàu hũ dạo , múc chừng vài muỗng là hết , trong khi đó nước dừa lại nhiều kinh khủng . Nước đường cũng chẳng ngon vì quá ngọt , cực kỳ ngọt .
Vị trí của quán thì khuất trong khu Food Quare của Vincom , thêm với không khí hầm , khó chịu . Có thể nói trong đó là khu ăn uống bình dân nhất rồi .
",Mùi vị của tàu hũ ở đâu như thế nào?,chẳng có mùi đậu nành thơm thơm như của mấy cô bán tàu hũ dạo
foody_2818,"Nhìn hình thấy cái tô tàu hũ có vẻ ngon đầy , nhưng thực sự rất ít , mà cũng chẳng có mùi đậu nành thơm thơm như của mấy cô bán tàu hũ dạo , múc chừng vài muỗng là hết , trong khi đó nước dừa lại nhiều kinh khủng . Nước đường cũng chẳng ngon vì quá ngọt , cực kỳ ngọt .
Vị trí của quán thì khuất trong khu Food Quare của Vincom , thêm với không khí hầm , khó chịu . Có thể nói trong đó là khu ăn uống bình dân nhất rồi .
",Nước đường để ăn với tàu hũ được nhận xét như thế nào?,"chẳng ngon vì quá ngọt , cực kỳ ngọt"
foody_2819,"Mình đến được 2 lần rồi , phục vụ siêu dễ thương , rất lịch sự với khách . Khong gian sạch sẽ , ấm áp còn co cả một kệ truyện dài nữa , mình rất thích cách bày trí của quán này
Cơm trộn ngon hơn những quán trước đây mình tưng ăn , vị đậm đà mang len vẫn còn nóng hổi , sushi thi khỏi chê , cá hồi tươi , ko tanh . Mách nhỏ các b nên thử sushi bò nướng và cá hồi bơ
Súp miso có rong biển dai dai , trà đá châm liên tục nói chung là rất hài lòng , menu đa dạng còn rất nhiều nhất định minh sẽ ghé lại để thử ! !
",Khách hành thích điều gì ở quán?,cách bày trí của quán
foody_2820,"Mình đến được 2 lần rồi , phục vụ siêu dễ thương , rất lịch sự với khách . Khong gian sạch sẽ , ấm áp còn co cả một kệ truyện dài nữa , mình rất thích cách bày trí của quán này
Cơm trộn ngon hơn những quán trước đây mình tưng ăn , vị đậm đà mang len vẫn còn nóng hổi , sushi thi khỏi chê , cá hồi tươi , ko tanh . Mách nhỏ các b nên thử sushi bò nướng và cá hồi bơ
Súp miso có rong biển dai dai , trà đá châm liên tục nói chung là rất hài lòng , menu đa dạng còn rất nhiều nhất định minh sẽ ghé lại để thử ! !
",Khách hàng có lời khuyên gì khi tới quán?,nên thử sushi bò nướng và cá hồi bơ
foody_2821,"Mình đến được 2 lần rồi , phục vụ siêu dễ thương , rất lịch sự với khách . Khong gian sạch sẽ , ấm áp còn co cả một kệ truyện dài nữa , mình rất thích cách bày trí của quán này
Cơm trộn ngon hơn những quán trước đây mình tưng ăn , vị đậm đà mang len vẫn còn nóng hổi , sushi thi khỏi chê , cá hồi tươi , ko tanh . Mách nhỏ các b nên thử sushi bò nướng và cá hồi bơ
Súp miso có rong biển dai dai , trà đá châm liên tục nói chung là rất hài lòng , menu đa dạng còn rất nhiều nhất định minh sẽ ghé lại để thử ! !
",Khách hàng nói gì sau khi thưởng thức các món ăn và dịch vụ tại quán?,nhất định minh sẽ ghé lại để thử
foody_2822,"Mình và người yêu tung tăng dạo phố và kím 1 quán coffe để dừng chân , và thế là tấp đại vào quán .
Quán nhìn tổng quát toàn khách nam , mình vô mà cứ nhìn nhìn như quái vật , không thoải mái tí nào .
Menu vài món cà fê lác đác thấy thương , đành gọi 1 ly cafe sữa tươi và cafe sữa .
Chất lượng thì ngược với cái giới thiệu ở cái tờ menu , 2 ly cafe mình gọi nhạt nhách , mình nghĩ cafe pha chục nước rồi , loãng , không có vị cafe . Tệ , thật sự rất tệ .
Gọi tính tiền thì nhân viên lơ đễnh , 36k 2 ly , đối với mình quá phí cho chất lượng .
Có ai dẫn đi lần nữa chắc cũng không muốn vô , menu thì ít , mà cafe lại không ra cafe . Cạch !
",Giá của 2 ly cà phê là bao nhiêu?,36k
foody_2823,"Mình và người yêu tung tăng dạo phố và kím 1 quán coffe để dừng chân , và thế là tấp đại vào quán .
Quán nhìn tổng quát toàn khách nam , mình vô mà cứ nhìn nhìn như quái vật , không thoải mái tí nào .
Menu vài món cà fê lác đác thấy thương , đành gọi 1 ly cafe sữa tươi và cafe sữa .
Chất lượng thì ngược với cái giới thiệu ở cái tờ menu , 2 ly cafe mình gọi nhạt nhách , mình nghĩ cafe pha chục nước rồi , loãng , không có vị cafe . Tệ , thật sự rất tệ .
Gọi tính tiền thì nhân viên lơ đễnh , 36k 2 ly , đối với mình quá phí cho chất lượng .
Có ai dẫn đi lần nữa chắc cũng không muốn vô , menu thì ít , mà cafe lại không ra cafe . Cạch !
",Hương vị cà phê ở đây được nhận xét ra sao?,"nhạt nhách , mình nghĩ cafe pha chục nước rồi , loãng , không có vị cafe"
foody_2824,"Mình và người yêu tung tăng dạo phố và kím 1 quán coffe để dừng chân , và thế là tấp đại vào quán .
Quán nhìn tổng quát toàn khách nam , mình vô mà cứ nhìn nhìn như quái vật , không thoải mái tí nào .
Menu vài món cà fê lác đác thấy thương , đành gọi 1 ly cafe sữa tươi và cafe sữa .
Chất lượng thì ngược với cái giới thiệu ở cái tờ menu , 2 ly cafe mình gọi nhạt nhách , mình nghĩ cafe pha chục nước rồi , loãng , không có vị cafe . Tệ , thật sự rất tệ .
Gọi tính tiền thì nhân viên lơ đễnh , 36k 2 ly , đối với mình quá phí cho chất lượng .
Có ai dẫn đi lần nữa chắc cũng không muốn vô , menu thì ít , mà cafe lại không ra cafe . Cạch !
",Khách hàng nhận xét gì về chất lượng cà phê của quán?,"Tệ , thật sự rất tệ"
foody_2825,"Giá quá đắt so với chất lượng . Không hiểu sao mọi người lại thích chứ bánh thì dai nhoách , nước thì ngọt lợ . Menu tiếng Anh thì viết sai be bét . Gọi green tea latte thì được mang ra 1 cốc 3 màu gồm sữa pha phẩm xanh , nước trà nhúng màu vàng với 1 lớp sữa trắng . Hỏi sao không giống ảnh thì bảo do ảnh là khuấy lên rồi . Ảnh copy trên mạng để cái cốc matcha latte hỏi sao chả khác với thực tế . Chả hiểu học đâu ra cái cốc latte đấy , thấy lần đầu .
",Giá bán ở quán được nhận xét thế nào so với chất lượng đồ uống?,quá đắt
foody_2826,"Rất rất là bức xúc với việc làm việc thiếu chuyên nghiệp . Mình ghé qua 2 lần . Một lần thì vắng mà làm 2 ly vẫn mất 25p của mình 😒 lần thứ hai làm như đông quá không cần khách nữa hay sao mà mình vừa vào đã xua tay "" không nhận khách nữa đâu "" . Có cần phải nói vậy không trong khi mình mua mang về . Đó giờ mình uống ở NTP hay NĐC chưa bao giờ gặp trường hợp này . Sẽ KHÔNG BAO GIỜ quay lại chỗ này !
",Điều gì khiến khách hàng có thái độ bức xúc đối với quán?,làm việc thiếu chuyên nghiệp
foody_2827,"Quán đẹp , rộng rãi , nhiều món . Nhưng ấn tượng nhất là cách phục vụ của quán . Vô ăn mà có cảm tưởng như mình đang được đối xử hết sức đặc biệt , như kiểu khách vip í . Phục vụ dễ thương , lịch sự , chu đáo . Trước giờ chưa vô quán nào mà được tiếp đón đúng nghĩa khách hàng là thượng đế như vậy . Hihi . Món ăn ngon , đồ uống ngon , ko chê vào đâu được . ^ ^
",Khách hàng ấn tượng nhất ở quán là điểm nào?,cách phục vụ của quán
foody_2828,"Quán đẹp , rộng rãi , nhiều món . Nhưng ấn tượng nhất là cách phục vụ của quán . Vô ăn mà có cảm tưởng như mình đang được đối xử hết sức đặc biệt , như kiểu khách vip í . Phục vụ dễ thương , lịch sự , chu đáo . Trước giờ chưa vô quán nào mà được tiếp đón đúng nghĩa khách hàng là thượng đế như vậy . Hihi . Món ăn ngon , đồ uống ngon , ko chê vào đâu được . ^ ^
",Cách phục vụ của quán như thế nào đối với khách hàng?,"dễ thương , lịch sự , chu đáo"
foody_2829,"Thấy trên facebook ngon ngon nên gọi mọi người đi xem sao
quán nằm ngay đoạn vòng xuyến quay đầu chỗ nguyễn chí thanh trần duy hưng ai k để ý là phải đi mấy vòng , không gian hơi bí , nhưng cũng đẹp , mọi người lịch sự , combo hơi đắt , đồ ăn ít , thịt bò thì thái quá mỏng so với mấy quán mình đã ăn , nhân viên phục vụ được có tội chậm chưa được chuyên nghiệp ,
",Thịt bò ở đây như thế nào so với các quán khác?,thái quá mỏng
foody_2830,"Được hôm mưa gió 2 vợ chồng mình rủ nhau qua đây ăn thử bánh canh ghẹ , vì mình vốn nghiện các món Huế và đà nẵng . Hào hứng bao nhiêu đến lúc bê bát bánh canh ra thấy thất vọng bấy nhiêu . Bát bánh canh thấy lõng bõng toàn nước , không đầy đặn , sợi bánh canh ngắn cũn , quá dai . Mình gọi bánh canh ghẹ nhưng chả thấy ghẹ đâu , ngoài mấy cái vụn vụn trong nước . Giò hơi có mùi , nước loãng , toàn vị mì chính . Không biết các món khác có khả quan hơn không , nhưng sau lần đầu tiên ăn thử này , có lẽ mình sẽ k bao giờ quay lại nữa
",Khách hàng có cảm nhận gì với bánh canh ghẹ ở đây?,thất vọng
foody_2831,"Được hôm mưa gió 2 vợ chồng mình rủ nhau qua đây ăn thử bánh canh ghẹ , vì mình vốn nghiện các món Huế và đà nẵng . Hào hứng bao nhiêu đến lúc bê bát bánh canh ra thấy thất vọng bấy nhiêu . Bát bánh canh thấy lõng bõng toàn nước , không đầy đặn , sợi bánh canh ngắn cũn , quá dai . Mình gọi bánh canh ghẹ nhưng chả thấy ghẹ đâu , ngoài mấy cái vụn vụn trong nước . Giò hơi có mùi , nước loãng , toàn vị mì chính . Không biết các món khác có khả quan hơn không , nhưng sau lần đầu tiên ăn thử này , có lẽ mình sẽ k bao giờ quay lại nữa
",Hình thức của bát bánh canh ghẹ của quán như thế nào?,"lõng bõng toàn nước , không đầy đặn , sợi bánh canh ngắn cũn , quá dai"
foody_2832,"Được hôm mưa gió 2 vợ chồng mình rủ nhau qua đây ăn thử bánh canh ghẹ , vì mình vốn nghiện các món Huế và đà nẵng . Hào hứng bao nhiêu đến lúc bê bát bánh canh ra thấy thất vọng bấy nhiêu . Bát bánh canh thấy lõng bõng toàn nước , không đầy đặn , sợi bánh canh ngắn cũn , quá dai . Mình gọi bánh canh ghẹ nhưng chả thấy ghẹ đâu , ngoài mấy cái vụn vụn trong nước . Giò hơi có mùi , nước loãng , toàn vị mì chính . Không biết các món khác có khả quan hơn không , nhưng sau lần đầu tiên ăn thử này , có lẽ mình sẽ k bao giờ quay lại nữa
",Mùi vị của món bánh canh ghẹ ở quán ra sao?,toàn vị mì chính
foody_2833,"Được hôm mưa gió 2 vợ chồng mình rủ nhau qua đây ăn thử bánh canh ghẹ , vì mình vốn nghiện các món Huế và đà nẵng . Hào hứng bao nhiêu đến lúc bê bát bánh canh ra thấy thất vọng bấy nhiêu . Bát bánh canh thấy lõng bõng toàn nước , không đầy đặn , sợi bánh canh ngắn cũn , quá dai . Mình gọi bánh canh ghẹ nhưng chả thấy ghẹ đâu , ngoài mấy cái vụn vụn trong nước . Giò hơi có mùi , nước loãng , toàn vị mì chính . Không biết các món khác có khả quan hơn không , nhưng sau lần đầu tiên ăn thử này , có lẽ mình sẽ k bao giờ quay lại nữa
",Thực khách nói gì sau khi trải nghiệm bánh canh ghẹ tại đây?,có lẽ mình sẽ k bao giờ quay lại nữa
foody_2834,"2 người nên gọi món khá hạn chế , gọi thử 1 lẩu cà ri hải sản ( tại khu quán thái ) giá 89k và mì bạch tuột thì phải ( khu món hàn bên cạnh quán thái ) giá 65k . 2 món gọi ăn khá ngon đặc biệt lẩu cà ri khá vừa miệng . Mua 2 ly nước 15k/ly to chà bá luôn . Phục vụ hơi lâu ngồi 15 20p mới có đồ ăn ra .
",Giá của một phần lẩu cà ri hải sản khoảng bao nhiêu?,89k
foody_2835,"2 người nên gọi món khá hạn chế , gọi thử 1 lẩu cà ri hải sản ( tại khu quán thái ) giá 89k và mì bạch tuột thì phải ( khu món hàn bên cạnh quán thái ) giá 65k . 2 món gọi ăn khá ngon đặc biệt lẩu cà ri khá vừa miệng . Mua 2 ly nước 15k/ly to chà bá luôn . Phục vụ hơi lâu ngồi 15 20p mới có đồ ăn ra .
",Kích thức của một ly nước ở quán như thế nào?,to chà bá luôn
foody_2836,"Nhậu một vài lần ở quán này , mồi dở , giá nhìn bình dân nhưng thật ra đắt , bởi số lượng ít ...
Món mực cơm chiên mắm , 70k , mực tạp nham ko phải mực cơm , mặn
Cơm chiên trứng , lạt , nhắm đc một quả trứng , 50k ...
Gọi thử món càng ghẹ rang muối , 80k nghĩ là rẻ , đem ra , 10 cái càng bé xíu !
Hết muốn gọi , tính tiền đi về ... Quá tệ !
",Giá của một phần mực cơm chiên mắm khoảng bao nhiêu?,70k
foody_2837,"Nhậu một vài lần ở quán này , mồi dở , giá nhìn bình dân nhưng thật ra đắt , bởi số lượng ít ...
Món mực cơm chiên mắm , 70k , mực tạp nham ko phải mực cơm , mặn
Cơm chiên trứng , lạt , nhắm đc một quả trứng , 50k ...
Gọi thử món càng ghẹ rang muối , 80k nghĩ là rẻ , đem ra , 10 cái càng bé xíu !
Hết muốn gọi , tính tiền đi về ... Quá tệ !
",Khách hàng nhận xét gì phần mực trong món mực cơm chiên mắm?,"mực tạp nham ko phải mực cơm , mặn"
foody_2838,"Nhậu một vài lần ở quán này , mồi dở , giá nhìn bình dân nhưng thật ra đắt , bởi số lượng ít ...
Món mực cơm chiên mắm , 70k , mực tạp nham ko phải mực cơm , mặn
Cơm chiên trứng , lạt , nhắm đc một quả trứng , 50k ...
Gọi thử món càng ghẹ rang muối , 80k nghĩ là rẻ , đem ra , 10 cái càng bé xíu !
Hết muốn gọi , tính tiền đi về ... Quá tệ !
",Trong một suất càng ghẹ rang muối có những gì?,10 cái càng bé xíu
foody_2839,"Muốn đến lâu rồi vì nghe danh đã rất nhiều = ) ) quán ko khó tìm , đứng ở đầu ngõ là đã nhìn thấy biển quán rồi ạ . Phong cách trang trí rất nhẹ nhàng mà sang trọng . Có lẽ mình đến hôm nhiều khách , lại có cả vài anh chị tới chuẩn bị cho gian bán quần áo nên ko yên tĩnh như mình mong đợi
Phục vụ rất nhanh , gọi mà đã thấy bạn bê ra cho luôn rồi , cookies rất thơm
Không có lí do gì mà ko quay lại quán sau này , sẽ thử ngồi hết các chỗ rồi tìm ra góc yêu thích = ) )
",Không gian của quán được trang trí theo phong cách nào?,rất nhẹ nhàng mà sang trọng
foody_2840,"Mình thật sự rất thích chỗ này từ món ăn cho tới nhân viên phục vụ , rồi không gian nữa tất cả đều quá tuyệt vời .
Món ăn ngon tuyệt đa dạng , mà có vẻ hơi lạ miệng nên có thể nhiều ng ko quen , đặc biệt nhiều tỏi lắm nha hơi cay nữa . Giá thì khá đắt đỏ . Nhà mình đi 8 ng thì hết 3tr751 tính luôn 10% vat và 5% phí phục vụ mà nhân viên dễ thương quá nên đưa chẵn 4tr luôn
Món ăn thì thơm ngon cực kì , đi 1 lần mình muốn đi lại nữa luôn . Sạch sẽ nữa vì có bao tay , mà mình thấy ăn khỏi bao tay dân dã mà ngon hơn : ) ) ) .
Không gian đẹp , sang nữa , sạch sẽ ở vị trí thuận tiện .
Sẽ quay lại
",Giá bán của quán như thế nào?,khá đắt đỏ
